ID,Espnurse,target,NH1,H1,NF1,F1,NH2,H2,NF2,F2,NH3,H3,NF3,F3,NH4,H4,NF4,F4,NH5,H5,NF5,F5,NH6,H6,NF6,F6,NH7,H7,NF7,F7,NH8,H8,NF8,F8,NH9,H9,NF9,F9
159,imburana,cating,24,30,3,5,21,28,3,6,22,30,3,3,23,30,3,3,23,29,3,0,32,30,1,0,23,30,1,0,-1,30,-1,0,-1,30,-1,0
159,imburana,aroeira,32,38,9,8,29,32,9,7,29,34,9,9,31,35.5,3,4,31,35,1,0,24,35,2,0,30,35,0,0,32,33,0,0,31,34,0,0
34,ipe,angico,21,28,10,12,19,27,9,9,16,24,6,5,17,28,6,2,17,27,2,1,17,26,4,0,12,27,0,0,10,26,0,0,12,26,0,0
34,ipe,cating,43,63,5,4,40,56,6,6,43,59,3,6,41,62,3,6,44,62,2,0,43,60,2,0,42,61,1,0,42,62,0,0,41,61,0,0
34,ipe,aroeira,36,40,10,10,35,38,10,10,32,38,9,9,30,38,4,4,31,38,5,1,30,38,4,1,31,38,2,0,32,38,0,0,31,39,0,0
112,ipe,angico,29,32,6,4,29,32,3,4,27,30,2,5,27,32,1,3,29,32,1,3,28,-1,1,-1,27,-1,0,-1,28,-1,0,-1,-1,-1,-1,-1
112,ipe,cating,29,19,4,2,28,18,4,2,28,17,0,2,28,19,0,0,28,19,0,0,27,18,0,0,27,18,0,0,27,18,0,0,-1,18,-1,0
112,ipe,aroeira,32,30,9,7,32,32,7,6,33,33,5,5,35,31,1,1,34,33,2,0,32,32,1,0,29,18,0,0,34,32,0,0,34,32,0,0
55,ipe,angico,32,30,11,6,30,32,9,6,30,30,3,6,32,-1,2,-1,29,-1,1,-1,30,-1,1,-1,32,-1,0,-1,30,-1,0,-1,32,-1,0,-1
55,ipe,cating,20,33,3,3,21,21,2,2,20,31,1,0,21,34,1,0,20,34,1,0,20,33,0,0,21,33,0,0,21,34.5,0,0,21,34,0,0
55,ipe,aroeira,27,42,8,10,29,40,8,10,27,42,3,0,27,45,1,0,28,43,0,0,15,43,0,0,29,45,0,0,27,44,0,0,26,43,0,0
132,ipe,angico,26,26,6,5,25,26,6,5,24,26,5,4,25,27,4,4,25,28,1,0,26,-1,1,-1,25,-1,1,-1,24,-1,0,-1,20,-1,0,-1
132,ipe,cating,15,25,2,2,23,14,2,1,22,14,2,2,27,15,2,2,25,15,0,0,22,14,0,0,22,15,0,0,23,15,0,0,22,15,0,0
132,ipe,aroeira,30,40,13,9,29,40,8,10,39,30,11,8,39,29,7,2,39,31,2,0,39,30,1,0,40,31,2,0,40,31,0,0,29,30,0,0
118,ipe,angico,50,57,6,2,50,56,5,2,50,54,5,2,52,57,5,2,51,56,0,1,52,56,0,0,53,56,1,0,52,56,0,0,43,56,8,8
118,ipe,cating,20,20,2,3,19,21,2,3,21,20,2,3,22,22,2,3,21,19,2,3,20,21,2,2,22,21,0,1,21,21,2,0,22,22,2,0
118,ipe,aroeira,41,40,12,11,36,40,11,10,34,37,10,9,36,45,3,4,38,38,1,3,38,40,1,3,37,39,1,2,39,41,0,1,36,40,0,0
130,juca,angico,30,45,7,8,31,50,4,7,32,50,4,7,21,31,5,6,32,50,4,0,34,50,2,0,31,50,0,0,33,-1,0,-1,33,-1,0,-1
130,juca,cating,20,36,1,4,19,36,1,4,19,33,1,4,36,25,4,1,19.5,32,1,1,19,33,1,1,20,35,0,0,20,31,0,0,20,33,0,0
130,juca,aroeira,28,40,10,7,27,39,10,6,27,37,8,6,33,43,5,8,28,38,0,3,28,37,0,3,28,38,0,2,28,39,0,1,28,39,0,0
136,juca,angico,29,32,7,6,21,31,7,7,20,30,6,6,21,31,5,6,26,34,1,0,28,32,0,0,27,-1,0,-1,26,-1,0,-1,26,-1,0,-1
136,juca,cating,37,26,6,3,38,24,6,3,37,24,6,1,36,25,4,1,24,20,4,0,38,25,4,1,39,25,1,1,34,25,0,1,34,24,0,0
136,juca,aroeira,36,42,11,12,33,41,11,11,34,41,11,11,33,43,5,8,36,31,4,0,34,41,1,2,36,43,1,2,35,44,0,2,35,40,0,1
139,juca,angico,31,32,16,5,30,32,4,8,30,32,12,4,30,33,11,3,31,34,5,0,30,34,4,0,31,33,4,0,31,33,4,0,28,33,0,0
139,juca,cating,25,23,5,2,25,21,5,2,25,20,4,2,24,22,4,1,24,20,3,0,24,20,2,0,25,21,3,0,21,21,3,0,23,20,0,0
139,juca,aroeira,38,34,7,10,34,29,3,10,33,30,2,9,34,31,3,9,36,31,3,0,35,29,3,0,35,31,1,0,35,31,2,8,33,31,0,3
145,juca,angico,30,29,4,7,30,32,4,8,30,30,6,7,30,30,5,2,31,32,4,0,31,-1,6,-1,33,-1,7,-1,34,-1,8,-1,33,-1,0,-1
145,juca,cating,22,28,2,12,22,27,2,12,22,24,2,12,23,27,2,10,28,26,0,5,24,26,0,4,23,27,0,0,22,27,0,0,21,27,0,0
145,juca,aroeira,43,33,7,11,41,32,7,11,45,32,7,9,43,36,2,8,33,36,0,0,43,35,0,0,42,35,0,0,43,36,0,0,42,33,0,0
148,juca,angico,20,30,10,10,29,36,10,9,24,35,7,7,24,35,3,7,30,34,3,5,25,36,0,7,24,36,0,7,25,37,0,7,21,33,0,0
148,juca,cating,28,40,5,2,30,36,5,2,27,37,5,2,20,26,7,1,28,39,4,2,27,37,4,2,28,37,0,2,28,38,0,0,28,37,0,0
148,juca,aroeira,40,26,10,14,35,26,10,7,33,27,9,3,34,25,0,4,33,28,6,4,33,28,0,3,33,27,0,5,33,28,0,3,33,28,0,0
46,jubranca,angico,44,45,5,14,43,49,4,10,42,44,4,4,43,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,jubranca,cating,24,24,8,2,22,28,8,2,20,23,6,1,20,26,7,1,22,24,7,1,19,24,5,1,21,26,0,15,21,24,0,1,19,25,0,0
46,jubranca,aroeira,25,27,12,6,35,24,12,0,34,27,9,3,34,25,0,4,34,26,0,2,34,25,0,0,35,26,0,0,34,25,0,1,34,24,0,0
19,jubranca,angico,43,37,4,9,44,38,3,6,43,35,2,5,-1,37,-1,3,-1,38,-1,1,-1,37,-1,0,-1,38,-1,0,-1,37,-1,0,-1,36,-1,0
19,jubranca,cating,9,22,4,2,9,21,4,2,10,22,3,2,11,22,0,1,13,21,0,1,10,22,0,1,8,22,0,0,-1,22,-1,0,-1,22,-1,0
19,jubranca,aroeira,32,32,9,15,29,31,6,14,30,32,2,6,31,31,2,5,31,31,1,3,31,31,1,3,31,32,1,2,31,32,1,0,31,32,1,0
56,jubranca,angico,31,38,4,14,30,37,4,9,31,39,4,0,29,39,3,0,30,39,2,0,30,38,2,0,30,38,0,0,-1,37,-1,0,-1,-1,-1,-1
56,jubranca,cating,23,26,3,3,18,25,3,3,18,23,3,3,18,25,3,3,19,25,1,3,20,26,1,1,19.5,35,0,0,-1,-1,-1,-1,-1,-1,-1,-1
56,jubranca,aroeira,35,38,17,10,34,35,18,10,38,35,5,1,37,35,2,3,37,35,2,0,37,36,2,0,36,36,2,0,37,-1,0,-1,37,-1,0,-1
70,jubranca,angico,38,20,6,4,36,20,6,3,36,20,6,0,35,20,6,0,36,19,5,0,35,20,2,0,36,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1
70,jubranca,cating,24,14,1,5,25,13,1,3,24,14,1,0,24,13,1,3,24,13,1,2,24,14,1,2,24,13,0,0,25,13,0,0,25,13,0,0
70,jubranca,aroeira,31,43,8,12,32,46,8,13,34,44,6,0,34,47,4,0,31,45,5,0,32,46,2,1,32,46,1,0,33,47,0,0,-1,46,-1,0
68,jubranca,angico,30,43,8,4,29,39,7,4,29,40,2,4,30,41,1,4,29,39,2,4,29,40,2,4,29,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
68,jubranca,cating,33,19,2,2,36,18,3,2,31,19,1,2,32,20,1,2,30,20,2,2,32,20,1,2,32,19,1,0,33,-1,0,-1,32,-1,0,-1
68,jubranca,aroeira,26,41,11,13,28,39,11,12,30,38,8,1,28,40,2,1,27,38,2,1,27,38,2,1,27,38,2,1,27,38,0,1,26,-1,0,-1
22,jupreta,angico,30,45,11,19,28,43,10,13,28,44,7,3,28,48,5,5,49,22,4,5,28,44,5,0,28,42,4,0,28,43,1,0,29,45,1,0
22,jupreta,cating,38,28,4,3,37,21,4,2,37,22,3,3,37,21,3,2,36,68,2,0,37,20,3,0,37,20,0,0,37,-1,0,-1,38,-1,0,-1
22,jupreta,aroeira,39,30,7,13,32,31,8,14,32,31,8,12,33,31,7,5,31,34,1,5,33,38,4,5,32,31.5,4,3,33,38,2,3,35,31,1,0
98,jupreta,angico,52,22,5,7,49,24,4,7,48,24,4,3,49,24,4,5,28,46,5,4,49,23,4,4,50,24,0,4,53,33,0,3,49,23,0,0
98,jupreta,cating,23,70,3,8,23,68,3,7,20,71,2,7,21,70,3,7,37,32,3,0,20,67,0,0,22,68,0,0,23,69,0,0,22,70,0,0
98,jupreta,aroeira,35,32,8,11,38,34,8,14,37,32,8,11,38,34,6,9,33,31,5,5,36,32,2,2,36,32,1,1,39.5,34,0,0,38,32,0,0
20,jupreta,angico,33,32,10,6,36,30,0,6,30,31,4,0,32,-1,4,-1,32,-1,4,-1,32,-1,3,-1,31,-1,0,-1,32,-1,0,-1,31,-1,0,-1
20,jupreta,cating,32,22,1,3,33,22,7,3,35,26,0,0,31,27,0,0,35,27,0,0,35,27,0,0,35,26,0,0,35,-1,0,-1,35,-1,0,-1
20,jupreta,aroeira,29,30,12,13,30,28,10,4,30,28,4,3,28,28,2,3,19,19,0,0,28,28,0,0,29,28,0,0,29,28,0,0,28,27,0,0
126,jupreta,angico,26,20,3,10,25,22,3,10,26,24,2,8,26,25,2,8,25,24,2,0,25,-1,0,-1,26,-1,0,-1,25,-1,0,-1,27,-1,0,-1
126,jupreta,cating,27,19,6,2,28,19,6,2,28,21,6,2,27,19,2,2,27,19,0,0,28,27,0,0,28,20,0,0,27,19,0,0,27,20,0,0
126,jupreta,aroeira,28,39,8,10,27,36,8,0,27,25,4,0,28,37,1,0,26,37,1,0,26,38,0,0,27,37,0,0,28,37,0,0,27,36,0,0
125,jupreta,angico,47,30,9,7,46,29,8,6,46,30,7,4,49,-1,7,-1,47,-1,7,-1,47,-1,3,-1,48,-1,2,-1,46,-1,1,-1,48,-1,0,-1
125,jupreta,cating,27,23,1,2,20,25,1,2,20,23,1,2,19,25,1,2,18,25,0,1,18,26,0,1,19,26,0,0,19,24,0,0,17,-1,0,-1
125,jupreta,aroeira,28,28,7,6,26,23,0,6,27,26,0,5,26,28,3,2,26,28,3,0,26,28,0,0,26,28,0,0,26,27,0,0,25,27,0,0
25,marmeleiro,angico,36,30,17,7,13,30,36,6,36,28,11,5,36,29,7,1,36,29,4,0,37,30,4,0,35,29,0,0,34,30,0,0,-1,31,-1,0
25,marmeleiro,cating,25,25,4,4,26,23,4,4,28,24,4,4,25,26,3,4,26,27,4,1,25,26,2,0,26,26,1,0,26,26,0,1,25,26,0,0
25,marmeleiro,aroeira,33,36,12,9,34,35,9,9,33,35,9,7,33,35,0,7,33,3,0,1,34,35,0,1,33,36,0,1,34,35,0,1,34,35,0,0
48,marmeleiro,angico,18,42,4,8,17,40,4,5,18,42,0,4,16,44,0,3,16,43,0,3,-1,43,-1,0,-1,43,-1,0,-1,45,-1,0,-1,44,-1,0
48,marmeleiro,cating,24,24,2,4,24,23,2,3,22,26,2,3,23,26,0,2,23,27,1,0,20,27,0,0,23,24,0,0,-1,-1,-1,-1,-1,-1,-1,-1
48,marmeleiro,aroeira,41,32,10,12,38,34,11,13,41,33,11,11,38,34,6,7,39,35,3,4,40,33,3,2,40,34,2,0,39,34,0,0,38,35,0,0
51,marmeleiro,angico,57,47,11,22,58,45,10,0,56,45,9,18,56,45,2,17,55,46,0,1,56,47,0,19,54,43,0,11,55,46,0,0,55,45,0,0
51,marmeleiro,cating,36,28,2,3,37,25,2,2,34,32,2,2,35,32,2,2,35,30,2,1,36,30,1,1,35,30,1,1,35,30,0,0,33,30,0,0
51,marmeleiro,aroeira,37,24,10,10,37,-1,10,-1,36,-1,9,-1,35,-1,2,-1,35,-1,2,-1,34,-1,1,-1,36,-1,1,-1,35,-1,0,-1,35,-1,0,-1
61,marmeleiro,angico,50,44,11,10,48,42,9,8,48,42,0,6,47,43,0,3,47,49,0,0,47,-1,0,-1,49,-1,0,-1,47,-1,0,-1,48,-1,0,-1
61,marmeleiro,cating,37,25,5,4,35,22,5,4,31,24,0,0,31,24,3,0,35,23,3,0,36,23,1,0,34,23,0,0,35,23,0,0,34,23,0,0
61,marmeleiro,aroeira,36,30,11,7,37,27,10,7,38,27,1,0,38,28,2,1,38,27,2,0,38,27,2,0,38,27,2,0,37,27,0,0,37,27,0,0
72,marmeleiro,angico,46,13,8,5,44,12,13,5,45,12,7,1,45,12.5,5,0,44,12,3,0,45,12,2,0,45,12,2,0,45,11,0,0,45,12,0,0
72,marmeleiro,cating,26,50,3,6,33,48,3,3,34,48,0,0,34,49,0,2,34,27,2,0,35,49,0,1,35,49,0,0,39,49,0,0,34,49,0,0
72,marmeleiro,aroeira,32,29,16,8,33,26,16,7,32,28,7,0,33,28,0,0,33,28,1,3,33,28,1,0,33,29,0,0,-1,28,-1,0,-1,28,-1,0
62,mofumbo,angico,34,53,8,0,32,54,9,0,34,56,7,0,34,-1,6,-1,35,-1,7,-1,35,-1,7,-1,34,-1,8,-1,35,-1,0,-1,35,-1,0,-1
62,mofumbo,cating,29,21,2,1,32,18,2,4,36,18,1,2,33,19,1,3,33,18,1,2,34,18,0,2,38,18,0,0,36,14,0,0,34,15,0,0
62,mofumbo,aroeira,32,34,11,9,39,32,11,9,41,30,11,0,40,32,2,1,40,31,2,0,41,30,0,0,41,32,0,1,31,32,0,0,41,32,0,0
71,mofumbo,angico,29,25,5,6,28,24,5,5,30,24,3,2,30,25,3,1,-1,24,-1,1,-1,24,-1,1,-1,24,-1,0,-1,24,-1,0,-1,23,-1,0
71,mofumbo,cating,29,21,3,3,29,20,3,3,28,20,0,3,28,20,1,3,28,18,2,3,28,20,0,2,28,20,0,3,27,18,2,0,28,20,0,0
71,mofumbo,aroeira,43,40,11,10,44,40,12,10,43,39,1,1,42,40,0,1,42,40,0,1,43,39,1,1,43,40,0,0,43,39,0,0,-1,-1,-1,-1
60,mofumbo,angico,52,27,12,24,52,25,9,15,49,24,3,0,55,27,2,1,51,27,1,0,-1,24,-1,0,-1,25,-1,0,-1,27,-1,0,-1,22,-1,0
60,mofumbo,cating,23,20,5,4,21,20,5,5,20,20,5,0,22,20,4,0,20,20,2,0,20,20,1,0,22,20,0,0,-1,21,-1,0,-1,20,-1,0
60,mofumbo,aroeira,38,32,8,13,36,29,8,14,35,30,0,0,25,-1,0,-1,35,-1,0,-1,35,-1,0,-1,35,-1,0,-1,36,-1,1,-1,35,-1,0,-1
137,mofumbo,angico,33,29,9,8,34,26,8,6,31,28,4,4,32,28,4,4,33,30,1,0,33,-1,1,-1,33,-1,0,-1,33,-1,0,-1,34,-1,0,-1
137,mofumbo,cating,24,27,3,3,23,26,3,3,22,25,3,3,23,25,3,3,23,26,2,3,23,25,2,2,23,25,0,0,23,25,0,0,-1,-1,-1,-1
137,mofumbo,aroeira,38,29,9,8,38,28,8,8,39,28,7,8,-1,28,-1,6,-1,20,-1,0,-1,29,-1,0,-1,29,-1,0,-1,29,-1,0,-1,28,-1,0
119,mofumbo,angico,24,19,12,3,23,18,8,3,24,29,6,3,23,20,6,3,24,20,1,0,26,20,0,0,18,20,0,0,-1,20,-1,0,-1,20,-1,0
119,mofumbo,cating,24,21,3,2,23,22,2,2,23,20,2,2,25,20,2,2,25,26,0,0,23,20,0,1,24,-1,0,-1,24,-1,0,-1,22,-1,0,-1
119,mofumbo,aroeira,33,27,16,9,34,27,14,8,31,23,11,8,34,26,6,5,34,29,0,0,34,26,0,0,34,26,0,0,34,26,0,0,34,25,0,0
69,mororo,angico,30,24,13,2,31,23,10,2,31,23,0,1,31,25,7,3,31,22,3,4,32,24,2,3,31,23.5,1,3,32,24,0,2,32,24,0,2
69,mororo,cating,20,15,4,1,21,14,4,3,20,14,4,2,20,14,3,2,20,14,3,1,22,14,3,2,21,24,2,2,21,14,0,1,22,14,0,1
69,mororo,aroeira,43,38,8,12,44,37,9,14,44,37,6,0,42,39,2,2,42,37,2,2,42,37,1,2,42,38,1,1,42,38,0,0,42,38,0,0
79,mororo,angico,12,33,4,6,12,32,4,4,13,30,2,2,12,31,2,1,12,29,2,1,10,31,2,1,11,-1,0,-1,10,-1,0,-1,10,-1,0,-1
79,mororo,cating,31,30,6,4,29,27,4,2,29,28,0,1,30,30,0,0,29,30,2,0,30,29,0,0,28,-1,0,-1,28,-1,0,-1,31,-1,0,-1
79,mororo,aroeira,35,34,11,8,35,35,11,5,34,33,0,3,34,35,1,1,35,34,1,1,33.5,34,1,1,25,35,1,1,35,34,0,0,35,34,1,0
84,mororo,angico,33,31,4,4,32,31,4,4,31,31,3,3,30,31,0,2,31,32,0,2,31,32,0,0,31,31.5,0,0,32,32,0,0,32,31,0,0
84,mororo,cating,26,15,2,4,25,15,2,4,26,15,0,3,26,16,0,3,26,14,0,2,26,15,0,0,25,15,0,0,-1,15,-1,0,-1,15,-1,0
84,mororo,aroeira,37,42,12,12,36,41,12,12,35,42,4,4,35,42,3,4,35,42,3,2,36,42,2,1,36,42,2,1,34,42,0,1,23,42,0,0
152,mororo,angico,31,37,5,10,30,37,4,11,30,37,0,0,30,38,0,0,30,38,0,0,-1,38,-1,0,-1,38,-1,0,-1,39,-1,0,-1,38,-1,0
152,mororo,cating,25,36,3,6,24,36,3,4,24,34,3,0,26,36,0,0,26,36,0,0,25,36,0,0,25,36,0,0,26,36,0,0,-1,36,-1,0
152,mororo,aroeira,30,30,12,9,29,31,11,11,29,30,3,4,29,31,3,1,29,31,3,0,28,31,2,0,27,31,1,0,-1,31,-1,0,-1,31,-1,0
93,mororo,angico,39,23,16,5,37,24,13,6,39,24,3,0,38,24,4,4,39,25,2,0,40,20,1,1,39,24,1,0,40,-1,0,-1,39,-1,0,-1
93,mororo,cating,68,30,7,6,69,34,7,6,63,34,4,5,63,34,3,7,65,33,2,3,65,33,2,1,64,32,1,2,64,33,0,0,63,33,0,0
93,mororo,aroeira,27,29,6,9,26,37,6,9,30,38,5,1,28,38.5,1,0,28,38,2,0,29,38,1,0,28,38,1,0,29,28,1,0,30,38,1,0
52,paubranco,angico,30,35,8,11,29,35,8,4,30,34,2,6,29,35,2,3,30,35,2,1,30,-1,2,-1,29,-1,0,-1,29,-1,0,-1,28,-1,0,-1
52,paubranco,cating,46,21,9,4,50,20,8,4,51,16,1,2,51,20,2,2,51,20,4,2,49,19,2,0,52,19,0,0,53,18,0,0,50,17,0,0
52,paubranco,aroeira,32,43,10,10,32,44,10,10,31,40,0,8,29,44,0,1,32,42,0,1,31,42,0,1,31,42,0,0,30,41,0,0,31,40,0,0
28,paubranco,angico,35,25,3,10,33,24,2,9,31,23,2,7,35,23,2,3,-1,23,-1,2,-1,23,-1,2,-1,23,-1,0,-1,22,-1,0,-1,21,-1,0
28,paubranco,cating,25,30,4,2,28,29,4,2,27,29,4,2,27,31,3,1,28,30,3,1,27,29,0,0,25,30,2,0,26,30,0,0,26,30,0,0
28,paubranco,aroeira,34,24,17,9,34,23,16,8,32,23,0,8,34,25,0,4,34,25,0,1,33,24,0,0,34,24,0,0,35,25,2,0,34,22,0,0
110,paubranco,angico,41,37,12,10,42,35,8,10,42,34,5,4,41,36,3,4,41,35,2,0,40,36,0,0,43,35,0,0,44,35,0,0,42,34,0,0
110,paubranco,cating,16,40,2,2,7,31,2,1,17,32,1,1,15,33,1,2,10,30,1,2,17,32,1,0,17,32,0,0,17,33,0,0,16,32,0,0
110,paubranco,aroeira,31,26,12,10,33,32,12,10,35,32,9,8,32,34,2,6,44,25,1,4,34,32,1,2,35,32,1,2,33,32,0,0,-1,31,-1,0
33,paubranco,angico,27,40,8,5,26,42,4,4,20,41,0,2,25,42,0,1,-1,42,-1,1,-1,41,-1,0,-1,41.5,-1,0,-1,42,-1,0,-1,42,-1,0
33,paubranco,cating,17,30,2,3,15,27,2,3,16,30,2,0,14,29,2,0,1,30,2,0,15,29,2,0,14,29,2,0,16,30,0,0,7,30,0,0
33,paubranco,aroeira,31,18,0,20,30,30,0,10,-1,30,-1,0,-1,32,-1,2,-1,33,-1,0,-1,32,-1,0,-1,32,-1,0,-1,31,-1,0,-1,33,-1,0
146,paubranco,angico,66,32,2,3,67,31,2,2,60,33,1,2,61,-1,0,-1,31,-1,6,-1,66,-1,0,-1,67,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
146,paubranco,cating,25,30,2,3,22,33,3,3,23,31,2,3,23,30,2,3,25,30,1,0,-1,34,-1,0,-1,34,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
146,paubranco,aroeira,41,41,12,8,39,38,11,0,37,-1,2,-1,40,-1,1,-1,39,-1,0,-1,39,-1,0,-1,39,-1,0,-1,39,-1,0,-1,37,-1,0,-1
101,pereiro,angico,33,34,12,8,31,32,11,4,31,32,5,2,32,34,3,2,33,32,0,0,32,32,0,0,32,33,0,0,31,34,0,0,33,32,0,0
101,pereiro,cating,23,31,5,3,20,32,5,1,22,32,5,1,21,33,5,1,23,34,4,1,22,33,4,1,20,33,0,0,21,-1,0,-1,20,-1,0,-1
101,pereiro,aroeira,35,35,8,10,35,41,8,9,35,37,8,9,35,36,4,6,33,36,2,2,34,36,2,3,35,37,1,1,34,37,0,0,34,37,0,0
82,pereiro,angico,58,51,12,10,56,49,15,8,57,49,9,8,56,50,9,3,57,48,5,1,58,49,1,0,58,50,0,1,57,49,0,0,58,50,0,1
82,pereiro,cating,21,28,1,4,21,27,1,4,21,27,1,4,20,28,1,3,21,27,1,3,19,25,0,3,20,29,0,1,18,-1,0,-1,20,-1,0,-1
82,pereiro,aroeira,33,39,16,19,34,38,18,26,33,40,13,5,33,40,5,3,33,40,4,2,32,41,1,1,32,41,1,0,32,40,1,0,32,-1,0,-1
66,pereiro,angico,28,32,9,6,31,31,10,7,28,-1,5,-1,29,-1,5,-1,29,-1,4,-1,28,-1,1,-1,27,-1,1,-1,29,-1,0,-1,-1,-1,-1,-1
66,pereiro,cating,26,38,3,4,34,39,3,1,31,39,3,1,32,39,3,1,32,40,3,0,32,39,2,0,32,40,3,0,33,38,0,0,32,-1,0,-1
66,pereiro,aroeira,32,33,8,8,34,30,9,9,33,31,7,0,33,30,3,1,33,30,2,1,32,30,1,1,33,30,1,1,34,31,0,0,33,30,0,0
129,pereiro,angico,35,44,9,7,33,42,9,6,32,43,8,0,35,43,7,0,34,43,7,0,34,44,3,0,33,43,0,0,33,-1,0,-1,33,-1,0,-1
129,pereiro,cating,32,13,6,4,31,11,6,4,28,13,4,2,31,12,4,3,32,13,0,0,32,12,0,0,32,12,0,0,31,-1,0,-1,31,-1,0,-1
129,pereiro,aroeira,30,37,11,10,29,35,12,10,28,40,9,9,31,38,4,4,30,37,2,1,31,38,1,0,32,29,1,0,33,39,3,0,31,37,1,0
147,pereiro,angico,38,33,7,16,35,21,6,15,35,22,6,14,37,22,6,12,38,22,5,12,37,20,3,10,36,21,1,11,39,21,0,9,38,21,0,7
147,pereiro,cating,16,31,2,4,15,28,2,3,15,31,2,3,18,30,2,2,18,30,0,2,17,30,2,2,16,30,2,2,17,30,1,0,17,30,0,0
147,pereiro,aroeira,46,38,11,6,44,33,11,6,40,27,9,6,44,33,9,3,43,32,9,3,44,32,4,3,43,32,3,4,42,33,4,3,43,33,0,0
32,umbu,angico,30,40,9,10,31,35,7,9,30,35,8,4,32,36,4,2,30,36,1,0,31,36,1,0,30,36,0,0,31,26,0,0,31,36,0,0
32,umbu,cating,24,33,3,5,24,33,3,5,24,36,2,0,25,37,0,0,24,37,0,0,24,37,0,0,25,37,0,0,25,37,0,0,25,-1,0,-1
32,umbu,aroeira,22,36,8,13,25,38,9,14,23,37,7,0,24,38,3,2,23,38,3,0,25,37,1,0,26,38,2,0,25,38,2,0,26,38,0,0
115,umbu,angico,24,38,17,7,26,36,16,6,28,37,9,6,28,37,6,1,28,33,4,0,29,38,0,0,29,29,0,0,28,38,0,0,28,37,0,0
115,umbu,cating,15,26,2,2,13,25,2,2,23,26,2,2,14,26,2,2,20,20,2,0,14,26,0,1,15,27,0,0,15,-1,0,-1,14,-1,0,-1
115,umbu,aroeira,25,28,7,12,24,31,9,11,24,31,6,12,24,30,5,9,33,39,1,3,24,30,1,3,25,30,1,3,25,31,0,2,25,30,0,2
158,umbu,angico,33,42,8,7,32,40,9,7,30,38,6,6,31,41,7,6,27,39,0,0,29,40,3,1,30,39,0,0,31,40,0,0,31,40,0,0
158,umbu,cating,25,30,2,2,27,32,2,2,26,30,2,2,28,31,1,1,24,26,0,2,28,31,1,0,28,31,1,0,30,32,1,0,-1,30,-1,0
158,umbu,aroeira,41,32,11,10,37,36,10,9,35,34,10,9,38,36.5,3,5,15,30,3,4,37,34,1,1,38,35,1,1,38,26,0,0,39,36,0,0
141,umbu,angico,41,33,10,2,40,34,10,2,38,32,10,2,41,34,10,2,42,33,0,0,41,32,0,0,42,34,0,0,42,34,0,0,-1,34,-1,0
141,umbu,cating,24,17,3,2,23,20,4,2,22,16,3,2,24,20,3,2,20,20,0,0,20,17,0,0,20,19,0,0,28,18,0,0,24,20,0,0
141,umbu,aroeira,35,39,9,12,30,39,9,14,34,38,9,11,34,39,6,10,33,39,4,3,33,38,3,3,33,38,2,3,35,39,1,2,34,38,0,0
143,umbu,angico,32,35,13,7,31,36,17,7,31,34,12,7,33,36,14,7,31,37,5,0,32,34,4,0,32,33,0,0,32,33,0,0,33,-1,0,-1
143,umbu,cating,25,21,2,3,20,19,2,3,20,19,2,0,20,19,2,0,41,19,2,0,21,20,1,0,22,20,2,0,18,20,0,0,18,20,0,0
143,umbu,aroeira,43,33,11,10,41,32,8,10,40,33,8,9,42,33,3,2,41,33,2,1,43,33,1,1,44,33,1,1,45,33,1,0,32,34,0,0
